Navn;Type;SognNavn;SognKode;KommuneNavn;KommuneKode;RegionNavn;RegionKode;Kopieringsdato
Alling Å;Å;Ørsted;8264;Randers;730;Region Midtjylland;1082;23. maj 2013
Alling Å;Å;Ørsted;8264;Favrskov;710;Region Midtjylland;1082;23. maj 2013
Alling Å;Å;Ørsted;8264;Norddjurs;707;Region Midtjylland;1082;23. maj 2013
Alling Å;Å;Ørsted;8264;Syddjurs;706;Region Midtjylland;1082;23. maj 2013
Alling Å;Å;Mygind;8225;Randers;730;Region Midtjylland;1082;23. maj 2013
Alling Å;Å;Mygind;8225;Favrskov;710;Region Midtjylland;1082;23. maj 2013
Alling Å;Å;Mygind;8225;Norddjurs;707;Region Midtjylland;1082;23. maj 2013
Alling Å;Å;Mygind;8225;Syddjurs;706;Region Midtjylland;1082;23. maj 2013
Alling Å;Å;Vester Alling;8222;Favrskov;710;Region Midtjylland;1082;23. maj 2013
Alling Å;Å;Vester Alling;8222;Norddjurs;707;Region Midtjylland;1082;23. maj 2013
Alling Å;Å;Vester Alling;8222;Syddjurs;706;Region Midtjylland;1082;23. maj 2013
Alling Å;Å;Øster Alling;8221;Randers;730;Region Midtjylland;1082;23. maj 2013
Alling Å;Å;Øster Alling;8221;Favrskov;710;Region Midtjylland;1082;23. maj 2013
Alling Å;Å;Øster Alling;8221;Norddjurs;707;Region Midtjylland;1082;23. maj 2013
Alling Å;Å;Øster Alling;8221;Syddjurs;706;Region Midtjylland;1082;23. maj 2013
Alling Å;Å;Auning;8218;Randers;730;Region Midtjylland;1082;23. maj 2013
Alling Å;Å;Auning;8218;Favrskov;710;Region Midtjylland;1082;23. maj 2013
Alling Å;Å;Auning;8218;Norddjurs;707;Region Midtjylland;1082;23. maj 2013
Alling Å;Å;Auning;8218;Syddjurs;706;Region Midtjylland;1082;23. maj 2013
Alling Å;Å;Fausing;8217;Randers;730;Region Midtjylland;1082;23. maj 2013
Alling Å;Å;Fausing;8217;Favrskov;710;Region Midtjylland;1082;23. maj 2013
Alling Å;Å;Fausing;8217;Norddjurs;707;Region Midtjylland;1082;23. maj 2013
Alling Å;Å;Fausing;8217;Syddjurs;706;Region Midtjylland;1082;23. maj 2013
Alling Å;Å;Hørning;8216;Randers;730;Region Midtjylland;1082;23. maj 2013
Alling Å;Å;Hørning;8216;Favrskov;710;Region Midtjylland;1082;23. maj 2013
Alling Å;Å;Hørning;8216;Norddjurs;707;Region Midtjylland;1082;23. maj 2013
Alling Å;Å;Hørning;8216;Syddjurs;706;Region Midtjylland;1082;23. maj 2013
Alling Å;Å;Virring;8214;Randers;730;Region Midtjylland;1082;23. maj 2013
Alling Å;Å;Virring;8214;Favrskov;710;Region Midtjylland;1082;23. maj 2013
Alling Å;Å;Virring;8214;Norddjurs;707;Region Midtjylland;1082;23. maj 2013
Alling Å;Å;Virring;8214;Syddjurs;706;Region Midtjylland;1082;23. maj 2013
Alling Å;Å;Hadbjerg;8148;Randers;730;Region Midtjylland;1082;23. maj 2013
Alling Å;Å;Hadbjerg;8148;Favrskov;710;Region Midtjylland;1082;23. maj 2013
Alling Å;Å;Hadbjerg;8148;Norddjurs;707;Region Midtjylland;1082;23. maj 2013
Alling Å;Å;Hadbjerg;8148;Syddjurs;706;Region Midtjylland;1082;23. maj 2013
Alling Å;Å;Ødum;8147;Randers;730;Region Midtjylland;1082;23. maj 2013
Alling Å;Å;Ødum;8147;Favrskov;710;Region Midtjylland;1082;23. maj 2013
Alling Å;Å;Ødum;8147;Norddjurs;707;Region Midtjylland;1082;23. maj 2013
Alling Å;Å;Ødum;8147;Syddjurs;706;Region Midtjylland;1082;23. maj 2013
Alling Å;Å;Årslev;8145;Randers;730;Region Midtjylland;1082;23. maj 2013
Alling Å;Å;Årslev;8145;Favrskov;710;Region Midtjylland;1082;23. maj 2013
Alling Å;Å;Årslev;8145;Norddjurs;707;Region Midtjylland;1082;23. maj 2013
Alling Å;Å;Årslev;8145;Syddjurs;706;Region Midtjylland;1082;23. maj 2013
Alling Å;Å;Rud;8144;Randers;730;Region Midtjylland;1082;23. maj 2013
Alling Å;Å;Rud;8144;Favrskov;710;Region Midtjylland;1082;23. maj 2013
Alling Å;Å;Rud;8144;Norddjurs;707;Region Midtjylland;1082;23. maj 2013
Alling Å;Å;Rud;8144;Syddjurs;706;Region Midtjylland;1082;23. maj 2013
Alling Å;Å;Voldum;8143;Randers;730;Region Midtjylland;1082;23. maj 2013
Alling Å;Å;Voldum;8143;Favrskov;710;Region Midtjylland;1082;23. maj 2013
Alling Å;Å;Voldum;8143;Norddjurs;707;Region Midtjylland;1082;23. maj 2013
Alling Å;Å;Voldum;8143;Syddjurs;706;Region Midtjylland;1082;23. maj 2013
Alling Å;Å;Ølst;8136;Randers;730;Region Midtjylland;1082;23. maj 2013
Alling Å;Å;Ølst;8136;Favrskov;710;Region Midtjylland;1082;23. maj 2013
Alling Å;Å;Ølst;8136;Norddjurs;707;Region Midtjylland;1082;23. maj 2013
Alling Å;Å;Ølst;8136;Syddjurs;706;Region Midtjylland;1082;23. maj 2013
Alling Å;Å;Lime;8224;Randers;730;Region Midtjylland;1082;23. maj 2013
Alling Å;Å;Lime;8224;Favrskov;710;Region Midtjylland;1082;23. maj 2013
Alling Å;Å;Lime;8224;Norddjurs;707;Region Midtjylland;1082;23. maj 2013
Alling Å;Å;Lime;8224;Syddjurs;706;Region Midtjylland;1082;23. maj 2013
Alling Å;Å;Vester Alling;8222;Randers;730;Region Midtjylland;1082;23. maj 2013
Allingdam;By;Asdal;8464;Hjørring;860;Region Nordjylland;1081;23. maj 2013
Allinge;Bydel;Allinge-Sandvig;7560;Bornholm;400;Region Hovedstaden;1084;23. maj 2013
Allinge-Sandvig;Sogn;NULL;;Bornholm;400;Region Hovedstaden;1084;23. maj 2013
Allinggård Skov;Skov/Plantage;Svostrup;8607;Silkeborg;740;Region Midtjylland;1082;23. maj 2013
Allinggård Skov;Skov/Plantage;Grønbæk;8596;Silkeborg;740;Region Midtjylland;1082;23. maj 2013
Allingåbro;By;Fausing;8217;Norddjurs;707;Region Midtjylland;1082;23. maj 2013
Allingåbro;By;Vejlby;8266;Norddjurs;707;Region Midtjylland;1082;23. maj 2013
Allingålyst;By;Grønbæk;8596;Silkeborg;740;Region Midtjylland;1082;23. maj 2013
Almager;Spredt bebyggelse;Reerslev;7226;Kalundborg;326;Region Sjælland;1085;23. maj 2013
Alme;By;Græsted;7432;Gribskov;270;Region Hovedstaden;1084;23. maj 2013
Alme Englod;By;Græsted;7432;Gribskov;270;Region Hovedstaden;1084;23. maj 2013
Alme Orned;Spredt bebyggelse;Græsted;7432;Gribskov;270;Region Hovedstaden;1084;23. maj 2013
Almegård;Spredt bebyggelse;Østermarie;7567;Bornholm;400;Region Hovedstaden;1084;23. maj 2013
Almind;By;Viuf;7937;Kolding;621;Region Syddanmark;1083;23. maj 2013
Almind;By;Almind;8593;Viborg;791;Region Midtjylland;1082;23. maj 2013
Almind;By;Almind;7936;Kolding;621;Region Syddanmark;1083;23. maj 2013
Almind;Sogn;NULL;;Viborg;791;Region Midtjylland;1082;23. maj 2013
Almind;Sogn;NULL;;Kolding;621;Region Syddanmark;1083;23. maj 2013
Almind Hede;Spredt bebyggelse;Almind;8593;Viborg;791;Region Midtjylland;1082;23. maj 2013
Almind Hede;Spredt bebyggelse;Almind;7936;Kolding;621;Region Syddanmark;1083;23. maj 2013
Almind Sø;Sø ID;Virklund;9132;Silkeborg;740;Region Midtjylland;1082;23. maj 2013
Almind Sø;Sø ID;Mariehøj;8018;Silkeborg;740;Region Midtjylland;1082;23. maj 2013
Alminde;By;Landet;7634;Lolland;360;Region Sjælland;1085;23. maj 2013
Almindehuse;By;Bogense;7856;Nordfyns;480;Region Syddanmark;1083;23. maj 2013
Almindehuse;Spredt bebyggelse;Endeslev;7546;Stevns;336;Region Sjælland;1085;23. maj 2013
Almindevænge;Skov/Plantage;Vråby;7547;Stevns;336;Region Sjælland;1085;23. maj 2013
Almindevænge;Skov/Plantage;Endeslev;7546;Stevns;336;Region Sjælland;1085;23. maj 2013
Almindingen;Skov/Plantage;Vestermarie;7554;Bornholm;400;Region Hovedstaden;1084;23. maj 2013
Almindingen;Spredt bebyggelse;Aaker;7569;Bornholm;400;Region Hovedstaden;1084;23. maj 2013
Almindingen;Spredt bebyggelse;Vestermarie;7554;Bornholm;400;Region Hovedstaden;1084;23. maj 2013
Almindkrog;Bydel;Kirke Stillinge;7359;Slagelse;330;Region Sjælland;1085;23. maj 2013
Almsted;By;Notmark;8993;Sønderborg;540;Region Syddanmark;1083;23. maj 2013
Almstedskov;Spredt bebyggelse;Notmark;8993;Sønderborg;540;Region Syddanmark;1083;23. maj 2013
Almstofte;By;Sneslev;7376;Ringsted;329;Region Sjælland;1085;23. maj 2013
Almstrup;By;Uge;9026;Aabenraa;580;Region Syddanmark;1083;23. maj 2013
Almstrup Mark;By;Uge;9026;Aabenraa;580;Region Syddanmark;1083;23. maj 2013
Almtoft;Bydel;Vinderslev;8600;Silkeborg;740;Region Midtjylland;1082;23. maj 2013
Almtoft;Bydel;Hørup;8598;Silkeborg;740;Region Midtjylland;1082;23. maj 2013
Alne Nor;Nor;NULL;;NULL;0;NULL;;23. maj 2013
Alnor;Bydel;Rinkenæs;9025;Sønderborg;540;Region Syddanmark;1083;23. maj 2013
Alnor;Bydel;Gråsten-Adsbøl;9019;Sønderborg;540;Region Syddanmark;1083;23. maj 2013
Alpedalen;Bydel;Harte;7933;Kolding;621;Region Syddanmark;1083;23. maj 2013
Alrum;Spredt bebyggelse;Stadil;8758;Ringkøbing-Skjern;760;Region Midtjylland;1082;23. maj 2013
Alrø;Sogn;NULL;;Odder;727;Region Midtjylland;1082;23. maj 2013
Alrø;Ø;Alrø;8099;Odder;727;Region Midtjylland;1082;23. maj 2013
Alrø Sund;Sund;NULL;;NULL;0;NULL;;23. maj 2013
Als;By;Als;8303;Mariagerfjord;846;Region Nordjylland;1081;23. maj 2013
Als;Sogn;NULL;;Mariagerfjord;846;Region Nordjylland;1081;23. maj 2013
Als;Ø;Notmark;8993;Sønderborg;540;Region Syddanmark;1083;23. maj 2013
Als;Ø;Nordborg;8999;Sønderborg;540;Region Syddanmark;1083;23. maj 2013
Als;Ø;Oksbøl;9002;Sønderborg;540;Region Syddanmark;1083;23. maj 2013
Als;Ø;Lysabild;8997;Sønderborg;540;Region Syddanmark;1083;23. maj 2013
Als;Ø;Tandslet;8995;Sønderborg;540;Region Syddanmark;1083;23. maj 2013
Als;Ø;Asserballe;8994;Sønderborg;540;Region Syddanmark;1083;23. maj 2013
Als;Ø;Kegnæs;8998;Sønderborg;540;Region Syddanmark;1083;23. maj 2013
Als;Ø;Hørup;8996;Sønderborg;540;Region Syddanmark;1083;23. maj 2013
Als;Ø;Augustenborg;8990;Sønderborg;540;Region Syddanmark;1083;23. maj 2013
Als;Ø;Ketting;8991;Sønderborg;540;Region Syddanmark;1083;23. maj 2013
Als;Ø;Christians;8989;Sønderborg;540;Region Syddanmark;1083;23. maj 2013
Als;Ø;Egen;9003;Sønderborg;540;Region Syddanmark;1083;23. maj 2013
Als;Ø;Svenstrup;9000;Sønderborg;540;Region Syddanmark;1083;23. maj 2013
Als;Ø;Sankt Marie;8988;Sønderborg;540;Region Syddanmark;1083;23. maj 2013
Als;Ø;Ulkebøl;8992;Sønderborg;540;Region Syddanmark;1083;23. maj 2013
Als;Ø;Havnbjerg;9001;Sønderborg;540;Region Syddanmark;1083;23. maj 2013
Als Fjord;Fjord;NULL;;NULL;0;NULL;;23. maj 2013
Als Hede;Spredt bebyggelse;Als;8303;Mariagerfjord;846;Region Nordjylland;1081;23. maj 2013
Als Odde;By;Als;8303;Mariagerfjord;846;Region Nordjylland;1081;23. maj 2013
Als Odde;Odde;Als;8303;Mariagerfjord;846;Region Nordjylland;1081;23. maj 2013
Als Sund;Sund;NULL;;NULL;0;NULL;;23. maj 2013
Alsbjerg;Bakke;Gunderup;8318;Aalborg;851;Region Nordjylland;1081;23. maj 2013
Alsbjerg;Spredt bebyggelse;Torslev;8395;Jammerbugt;849;Region Nordjylland;1081;23. maj 2013
Alsbjerg Bakker;Bakke;Torslev;8395;Jammerbugt;849;Region Nordjylland;1081;23. maj 2013
Alsbro;Spredt bebyggelse;Hunderup;8902;Esbjerg;561;Region Syddanmark;1083;23. maj 2013
Alshøj;Gravhøj;Skjellerup;8186;Mariagerfjord;846;Region Nordjylland;1081;23. maj 2013
Alslev;By;Alslev;7529;Faxe;320;Region Sjælland;1085;23. maj 2013
Alslev;By;Hjordkær;9011;Aabenraa;580;Region Syddanmark;1083;23. maj 2013
Alslev;By;Alslev;8920;Varde;573;Region Syddanmark;1083;23. maj 2013
Alslev;By;Højst;9058;Tønder;550;Region Syddanmark;1083;23. maj 2013
Alslev;Sogn;NULL;;Faxe;320;Region Sjælland;1085;23. maj 2013
Alslev;Sogn;NULL;;Varde;573;Region Syddanmark;1083;23. maj 2013
Alslev Kro;By;Løgumkloster;9045;Tønder;550;Region Syddanmark;1083;23. maj 2013
Alslev Kro;By;Højst;9058;Tønder;550;Region Syddanmark;1083;23. maj 2013
Alslev Marsk;Ager/Mark;Alslev;8920;Varde;573;Region Syddanmark;1083;23. maj 2013
Alslev over Åen;Spredt bebyggelse;Højst;9058;Tønder;550;Region Syddanmark;1083;23. maj 2013
Alslev Skov;Skov/Plantage;Nørre Alslev;7613;Guldborgsund;376;Region Sjælland;1085;23. maj 2013
Alslev Vrå;Spredt bebyggelse;Højst;9058;Tønder;550;Region Syddanmark;1083;23. maj 2013
Alslev Østermark;Spredt bebyggelse;Alslev;8920;Varde;573;Region Syddanmark;1083;23. maj 2013
Alslev Å;Å;Alslev;8920;Varde;573;Region Syddanmark;1083;23. maj 2013
Alslev Å;Å;Alslev;8920;Esbjerg;561;Region Syddanmark;1083;23. maj 2013
Alslev Å;Å;Vester Nebel;8919;Varde;573;Region Syddanmark;1083;23. maj 2013
Alslev Å;Å;Vester Nebel;8919;Esbjerg;561;Region Syddanmark;1083;23. maj 2013
Alslev Å;Å;Bryndum;8918;Esbjerg;561;Region Syddanmark;1083;23. maj 2013
Alslev Å;Å;Grimstrup;8912;Varde;573;Region Syddanmark;1083;23. maj 2013
Alslev Å;Å;Grimstrup;8912;Esbjerg;561;Region Syddanmark;1083;23. maj 2013
Alslev Å;Å;Bryndum;8918;Varde;573;Region Syddanmark;1083;23. maj 2013
Alslevgård;Anden større gård/Proprietærgård;Sønder Alslev;7584;Guldborgsund;376;Region Sjælland;1085;23. maj 2013
Alslevgård;Herregård;Alslev;7529;Faxe;320;Region Sjælland;1085;23. maj 2013
Alssundbroen;Vejbro;Dybbøl;9006;Sønderborg;540;Region Syddanmark;1083;23. maj 2013
Alssundbroen;Vejbro;Ulkebøl;8992;Sønderborg;540;Region Syddanmark;1083;23. maj 2013
Alsted;By;Alsted;7388;Sorø;340;Region Sjælland;1085;23. maj 2013
Alsted;By;Alsted;8673;Morsø;773;Region Nordjylland;1081;23. maj 2013
Alsted;Sogn;NULL;;Sorø;340;Region Sjælland;1085;23. maj 2013
Alsted;Sogn;NULL;;Morsø;773;Region Nordjylland;1081;23. maj 2013
Alsted Mark;Spredt bebyggelse;Tørring;8003;Hedensted;766;Region Syddanmark;1083;23. maj 2013
Alsted Mark;Spredt bebyggelse;Tørring;8003;Hedensted;766;Region Midtjylland;1082;23. maj 2013
Alsted Mark;Spredt bebyggelse;Tørring;8003;Vejle;630;Region Syddanmark;1083;23. maj 2013
Alsted Mark;Spredt bebyggelse;Tørring;8003;Vejle;630;Region Midtjylland;1082;23. maj 2013
Alsted Mark;Spredt bebyggelse;Øster Nykirke;7976;Hedensted;766;Region Syddanmark;1083;23. maj 2013
Alsted Mark;Spredt bebyggelse;Øster Nykirke;7976;Hedensted;766;Region Midtjylland;1082;23. maj 2013
Alsted Mark;Spredt bebyggelse;Øster Nykirke;7976;Vejle;630;Region Syddanmark;1083;23. maj 2013
Alsted Mark;Spredt bebyggelse;Øster Nykirke;7976;Vejle;630;Region Midtjylland;1082;23. maj 2013
Alsted-Flinterup;By;Alsted;7388;Sorø;340;Region Sjælland;1085;23. maj 2013
Alstrup;By;Mariager;8199;Mariagerfjord;846;Region Nordjylland;1081;23. maj 2013
Alstrup;By;Brarup;7618;Guldborgsund;376;Region Sjælland;1085;23. maj 2013
Alstrup;By;Besser;7241;Samsø;741;Region Midtjylland;1082;23. maj 2013
Alstrup;By;Naur;8825;Holstebro;661;Region Midtjylland;1082;23. maj 2013
Alstrup;By;Alstrup;8423;Jammerbugt;849;Region Nordjylland;1081;23. maj 2013
Alstrup;By;Alstrup;8286;Vesthimmerlands;820;Region Nordjylland;1081;23. maj 2013
Alstrup;Sogn;NULL;;Vesthimmerlands;820;Region Nordjylland;1081;23. maj 2013
Alstrup;Sogn;NULL;;Jammerbugt;849;Region Nordjylland;1081;23. maj 2013
Alstrup;Spredt bebyggelse;Rubjerg;8470;Hjørring;860;Region Nordjylland;1081;23. maj 2013
Alstrup Hede;Spredt bebyggelse;Kongens Tisted;8289;Rebild;840;Region Nordjylland;1081;23. maj 2013
Alstrup Nymark;Spredt bebyggelse;Alstrup;8423;Jammerbugt;849;Region Nordjylland;1081;23. maj 2013
Alstrupgård;Anden større gård/Proprietærgård;Rud;8144;Favrskov;710;Region Midtjylland;1082;23. maj 2013
Alsø;Spredt bebyggelse;Fuglse;7657;Lolland;360;Region Sjælland;1085;23. maj 2013
Alsønderup;By;Alsønderup;7402;Hillerød;219;Region Hovedstaden;1084;23. maj 2013
Alsønderup;Sogn;NULL;;Hillerød;219;Region Hovedstaden;1084;23. maj 2013
Alsønderup Indelukke;Spredt bebyggelse;Alsønderup;7402;Hillerød;219;Region Hovedstaden;1084;23. maj 2013
Alsønderup Indelukke;Spredt bebyggelse;Helsinge;7434;Gribskov;270;Region Hovedstaden;1084;23. maj 2013
Alsønderup Indelukke;Spredt bebyggelse;Alsønderup;7402;Gribskov;270;Region Hovedstaden;1084;23. maj 2013
Alsønderup Indelukke;Spredt bebyggelse;Helsinge;7434;Hillerød;219;Region Hovedstaden;1084;23. maj 2013
Alsønderup Overdrev;Spredt bebyggelse;Helsinge;7434;Gribskov;270;Region Hovedstaden;1084;23. maj 2013
Alsønderup Overdrev;Spredt bebyggelse;Helsinge;7434;Hillerød;219;Region Hovedstaden;1084;23. maj 2013
Alsønderup Overdrev;Spredt bebyggelse;Alsønderup;7402;Hillerød;219;Region Hovedstaden;1084;23. maj 2013
Alsønderup Overdrev;Spredt bebyggelse;Alsønderup;7402;Gribskov;270;Region Hovedstaden;1084;23. maj 2013
Altona;Spredt bebyggelse;Tversted;8482;Hjørring;860;Region Nordjylland;1081;23. maj 2013
Amager;Ø;Skelgård;9140;Dragør;155;Region Hovedstaden;1084;23. maj 2013
Amager;Ø;Skelgård;9140;København;101;Region Hovedstaden;1084;23. maj 2013
Amager;Ø;Skelgård;9140;Tårnby;185;Region Hovedstaden;1084;23. maj 2013
Amager;Ø;Vor Frelsers;7082;Dragør;155;Region Hovedstaden;1084;23. maj 2013
Amager;Ø;Vor Frelsers;7082;København;101;Region Hovedstaden;1084;23. maj 2013
Amager;Ø;Vor Frelsers;7082;Tårnby;185;Region Hovedstaden;1084;23. maj 2013
Amager;Ø;Nathanaels;7083;Dragør;155;Region Hovedstaden;1084;23. maj 2013
Amager;Ø;Nathanaels;7083;København;101;Region Hovedstaden;1084;23. maj 2013
Amager;Ø;Nathanaels;7083;Tårnby;185;Region Hovedstaden;1084;23. maj 2013
Amager;Ø;Allehelgens;7085;Dragør;155;Region Hovedstaden;1084;23. maj 2013
Amager;Ø;Allehelgens;7085;København;101;Region Hovedstaden;1084;23. maj 2013
Amager;Ø;Allehelgens;7085;Tårnby;185;Region Hovedstaden;1084;23. maj 2013
Amager;Ø;Sundkirkens;7087;Dragør;155;Region Hovedstaden;1084;23. maj 2013
Amager;Ø;Sundkirkens;7087;København;101;Region Hovedstaden;1084;23. maj 2013
Amager;Ø;Sundkirkens;7087;Tårnby;185;Region Hovedstaden;1084;23. maj 2013
Amager;Ø;Filips;7086;Dragør;155;Region Hovedstaden;1084;23. maj 2013
Amager;Ø;Filips;7086;København;101;Region Hovedstaden;1084;23. maj 2013
Amager;Ø;Filips;7086;Tårnby;185;Region Hovedstaden;1084;23. maj 2013
Amager;Ø;Simon Peters;7089;Dragør;155;Region Hovedstaden;1084;23. maj 2013
Amager;Ø;Simon Peters;7089;København;101;Region Hovedstaden;1084;23. maj 2013
Amager;Ø;Simon Peters;7089;Tårnby;185;Region Hovedstaden;1084;23. maj 2013
Amager;Ø;Højdevang;7088;Dragør;155;Region Hovedstaden;1084;23. maj 2013
Amager;Ø;Højdevang;7088;København;101;Region Hovedstaden;1084;23. maj 2013
Amager;Ø;Højdevang;7088;Tårnby;185;Region Hovedstaden;1084;23. maj 2013
Amager;Ø;Korsvejens;9081;Dragør;155;Region Hovedstaden;1084;23. maj 2013
Amager;Ø;Korsvejens;9081;København;101;Region Hovedstaden;1084;23. maj 2013
Amager;Ø;Korsvejens;9081;Tårnby;185;Region Hovedstaden;1084;23. maj 2013
Amager;Ø;Kastrup;7191;Dragør;155;Region Hovedstaden;1084;23. maj 2013
Amager;Ø;Kastrup;7191;København;101;Region Hovedstaden;1084;23. maj 2013
Amager;Ø;Kastrup;7191;Tårnby;185;Region Hovedstaden;1084;23. maj 2013
Amager;Ø;Christians;7081;Dragør;155;Region Hovedstaden;1084;23. maj 2013
Amager;Ø;Christians;7081;København;101;Region Hovedstaden;1084;23. maj 2013
Amager;Ø;Christians;7081;Tårnby;185;Region Hovedstaden;1084;23. maj 2013
Amager;Ø;Sundby;7084;Dragør;155;Region Hovedstaden;1084;23. maj 2013
Amager;Ø;Sundby;7084;København;101;Region Hovedstaden;1084;23. maj 2013
Amager;Ø;Sundby;7084;Tårnby;185;Region Hovedstaden;1084;23. maj 2013
Amager;Ø;Islands Brygges;7080;Dragør;155;Region Hovedstaden;1084;23. maj 2013
Amager;Ø;Islands Brygges;7080;København;101;Region Hovedstaden;1084;23. maj 2013
Amager;Ø;Islands Brygges;7080;Tårnby;185;Region Hovedstaden;1084;23. maj 2013
Amager;Ø;Dragør;7193;Dragør;155;Region Hovedstaden;1084;23. maj 2013
Amager;Ø;Dragør;7193;København;101;Region Hovedstaden;1084;23. maj 2013
Amager;Ø;Dragør;7193;Tårnby;185;Region Hovedstaden;1084;23. maj 2013
Amager;Ø;Tårnby;7190;Dragør;155;Region Hovedstaden;1084;23. maj 2013
Amager;Ø;Tårnby;7190;København;101;Region Hovedstaden;1084;23. maj 2013
Amager;Ø;Tårnby;7190;Tårnby;185;Region Hovedstaden;1084;23. maj 2013
Amager;Ø;Store Magleby;7192;Dragør;155;Region Hovedstaden;1084;23. maj 2013
Amager;Ø;Store Magleby;7192;København;101;Region Hovedstaden;1084;23. maj 2013
Amager;Ø;Store Magleby;7192;Tårnby;185;Region Hovedstaden;1084;23. maj 2013
Amager;Ø;Solvang;7090;Dragør;155;Region Hovedstaden;1084;23. maj 2013
Amager;Ø;Solvang;7090;København;101;Region Hovedstaden;1084;23. maj 2013
Amager;Ø;Solvang;7090;Tårnby;185;Region Hovedstaden;1084;23. maj 2013
Amager Huse;By;Torup;7408;Halsnæs;260;Region Hovedstaden;1084;23. maj 2013
Amager Huse;Spredt bebyggelse;Dåstrup;7213;Roskilde;265;Region Sjælland;1085;23. maj 2013
Amager Huse;Spredt bebyggelse;Osted;7171;Lejre;350;Region Sjælland;1085;23. maj 2013
Amager Huse;Spredt bebyggelse;Osted;7171;Roskilde;265;Region Sjælland;1085;23. maj 2013
Amager Huse;Spredt bebyggelse;Dåstrup;7213;Lejre;350;Region Sjælland;1085;23. maj 2013
Amager Strand;Standsningssted;Sundkirkens;7087;København;101;Region Hovedstaden;1084;23. maj 2013
Amager Strand Metro;Standsningssted;Sundkirkens;7087;København;101;Region Hovedstaden;1084;23. maj 2013
Amagerbro;Bydel;Christians;7081;København;101;Region Hovedstaden;1084;23. maj 2013
Amagerbro;Bydel;Islands Brygges;7080;København;101;Region Hovedstaden;1084;23. maj 2013
Amagerbro;Bydel;Vor Frelsers;7082;København;101;Region Hovedstaden;1084;23. maj 2013
Amagerbro;Bydel;Nathanaels;7083;København;101;Region Hovedstaden;1084;23. maj 2013
Amagerbro;Bydel;Sundby;7084;København;101;Region Hovedstaden;1084;23. maj 2013
Amagerbro;Bydel;Allehelgens;7085;København;101;Region Hovedstaden;1084;23. maj 2013
Amalieager;By;Dannemare;7630;Lolland;360;Region Sjælland;1085;23. maj 2013
Ambjerg Stovhøj;Gravhøj;Rostrup;8308;Mariagerfjord;846;Region Nordjylland;1081;23. maj 2013
Ambrosgårde;By;Vesterø;8439;Læsø;825;Region Nordjylland;1081;23. maj 2013
Ambæk;By;Skibinge;7468;Vordingborg;390;Region Sjælland;1085;23. maj 2013
Ambæk;By;Jungshoved;7471;Vordingborg;390;Region Sjælland;1085;23. maj 2013
Amdal;Spredt bebyggelse;Bistrup;9101;Hjørring;860;Region Nordjylland;1081;23. maj 2013
Amdal;Spredt bebyggelse;Tårs;8458;Hjørring;860;Region Nordjylland;1081;23. maj 2013
Amdal;Spredt bebyggelse;Ugilt;8457;Hjørring;860;Region Nordjylland;1081;23. maj 2013
Amerika;Bydel;Hobro;8198;Mariagerfjord;846;Region Nordjylland;1081;23. maj 2013
Amerika;Spredt bebyggelse;Skannerup;8028;Silkeborg;740;Region Midtjylland;1082;23. maj 2013
Amerika;Spredt bebyggelse;Voel;8021;Silkeborg;740;Region Midtjylland;1082;23. maj 2013
Amerikanergårde;By;Nørre Broby;7754;Faaborg-Midtfyn;430;Region Syddanmark;1083;23. maj 2013
Amhøje;Gravhøj;Vester Nebel;8919;Esbjerg;561;Region Syddanmark;1083;23. maj 2013
Amlund;Spredt bebyggelse;Lindeballe;7985;Vejle;630;Region Syddanmark;1083;23. maj 2013
Ammelhede;By;Virring;8214;Randers;730;Region Midtjylland;1082;23. maj 2013
